Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
659,15,80.6,56.8,66.2,11.4,1
660,13,81.8,60.9,71.7,16.3,1
661,19,71.3,56.8,63.4,22.7,1
662,14,91.2,57.8,71.5,22.4,1
663,16,76.1,100,44,5.2,1
664,17,57.1,79.8,77.1,15,1
665,12,91.1,83.4,70.5,22.4,1
666,16,80.5,74.9,68,29.5,1
667,17,63.4,45.5,74.6,18.5,1
668,15,62.8,73.5,54.8,13.2,1
669,16,74.4,83,95.2,10,1
670,18,76.9,56.1,70.8,26.1,1
671,12,73,81.5,70.2,18.6,1
672,17,74.7,77.9,60.4,10.8,1
673,17,95.5,93.9,72.3,14,1
674,17,86.1,62.2,88.6,16.6,1
675,15,72.9,52.6,84.4,17.7,1
676,16,84.1,62.9,82.3,10.5,1
677,15,54.5,88.1,78.6,11.9,1
678,19,76,42.4,67.7,6.7,1
679,13,97.1,39,54.6,20.2,1
680,13,66.7,69.3,69.6,13.3,1
681,19,57.3,61.8,69.2,17.3,1
682,16,60.2,68.1,84.6,22.1,1
683,18,53.7,81.2,75.7,16.1,1
684,15,58.2,60.3,91.3,14.4,1
685,12,64.4,41.8,86.4,16,1
686,17,48.9,96.6,66.5,15.3,1
687,17,70.2,54,50.5,21.2,1
688,16,83.5,53.2,88.6,16.6,1
689,18,56.4,83.5,88.3,12.3,1
690,13,92.8,62.6,55.6,20.2,1
691,13,77.7,67.1,90.1,21.2,1
692,17,85.5,74.8,76.6,8.3,1
693,16,60.1,83.2,73.9,22.7,1
694,15,82.8,63.3,91.4,16.8,1
695,13,53.6,89.3,88.1,16.4,1
696,15,83.4,38.1,79.8,20,1
697,18,72.6,78.6,77.7,12.2,1
698,13,78.3,56.2,79.4,19.8,1
699,13,52.4,87.2,67.2,13.1,1
700,14,56.6,70,71.3,7.6,1
701,13,79,58.6,61.2,10,1
702,19,55.8,77.3,68,17.8,1
703,12,76.9,80.5,67.6,10.3,1
704,19,49.5,77,64.4,23.1,1
705,16,82.7,53.6,73.6,20.9,1
706,16,51.5,61.2,68.1,21.7,1
707,15,78.3,67.9,78,15.6,1
708,19,79.4,67.4,52.5,16.3,1
709,19,59.5,78.5,70.6,9,1
710,19,78.7,39.8,73.6,20,1
711,18,73.9,72.7,68.3,16.9,1
712,13,61.9,63.9,69.9,17.8,1
713,12,54.9,56.3,53,23.4,1
714,15,40.6,57.6,76.3,12,1
715,19,75.2,65,79.8,14.4,1
716,19,46.5,17.6,77.9,16.6,1
717,14,71.4,58.2,84.5,10.3,1
718,15,66,55.7,74.4,14.1,1
719,19,80.2,75.5,77.7,17.5,1
720,15,65.5,56.7,73.9,13.4,1
721,13,65.1,65,80.3,21.5,1
722,14,81,89.6,53.1,7.4,1
723,15,75,81.9,61.3,20.6,1
724,12,74.7,80.6,91,18.3,1
725,12,77,61,42.5,12.2,1
726,16,47,75.6,70.3,10.4,1
727,14,81.4,64.7,86.1,4.6,0
728,14,79.2,65.3,70.9,11,1
729,16,54.7,73.7,67.1,20.2,1
730,15,66.3,59.6,73.6,14.7,1
731,14,69.4,88.9,67.8,20.8,1
732,12,68,65.8,72.4,11.9,1
733,12,75,76.7,63.8,18.5,1
734,19,91.5,88.4,85.3,11.4,1
735,13,86.2,82.4,89.1,10.2,1
736,14,50.3,48.3,70.4,14.5,1
737,15,79.3,74.2,55.4,11.7,1
738,16,89.9,79.9,65.7,7.3,1
739,16,75.8,80.5,69.8,14.1,1
740,15,86.4,52.4,78.1,15.5,1
741,18,100,58.8,59.9,21.3,1
742,17,85.4,81.9,62.8,19.7,1
743,13,73.7,57.3,78.1,21.1,1
744,16,85.7,63.8,83.3,18.6,1
745,14,72.2,90.1,64.5,16.7,1
746,13,70.4,67.3,56,8.9,1
747,14,64.7,57.8,100,15.7,1
748,18,93.5,55.7,81.4,18,1
749,12,57.7,72.7,68.8,22.3,1
750,13,93,49.3,82.4,18.4,1
751,19,77.5,64.5,70.5,21.2,1
752,16,49,72.7,82.4,9.8,1
753,13,75.5,86.2,73.9,13.4,1
754,13,38.5,77.3,73.1,17.1,1
755,13,79.4,58,70.6,20.8,1
756,17,83.3,84.5,54.6,14.3,1
757,13,61.1,63.8,95.3,14.6,1
758,14,71.9,50.7,60.7,18.4,1
759,12,99.3,65.6,55.7,9.4,1
760,18,62.4,88.1,69.4,23,1
761,15,54.1,70.3,60.5,10.6,1
762,13,92.2,68.2,71.4,5.4,1
763,16,99.4,90.9,80.3,15.1,1
764,13,70.1,48,83.9,23.5,1
765,16,85.2,50,81.8,17.9,1
766,14,90.1,45.4,68.3,18.8,1
767,16,58.9,73.2,72.6,15.2,1
768,19,62.7,70.3,76.9,14.2,1
769,15,88.5,89.6,50.9,7.3,1
770,12,95.3,71.4,78.8,3.7,0
771,16,78.4,62.3,54.5,16,1
772,16,56.8,68,96.5,21.6,1
773,12,99.8,69.6,67.1,16.7,1
774,15,62,44.6,69.8,18.1,1
775,13,65,100,62.8,22.9,1
776,16,75.1,75.3,64.4,16.6,1
777,12,93.3,70.9,99.3,14.4,1
778,19,82.8,76.6,83.3,10.9,1
779,19,76.2,77.9,53.4,25.1,1
780,14,76.9,66,90.1,17.6,1
781,12,70.7,59.2,86.3,10.3,1
782,14,78.4,76.4,68.6,9.1,1
783,19,32.1,73.4,75.7,21.3,1
784,15,65.6,56.7,71.8,9.8,1
785,13,73.6,87.9,95.7,24.3,1
786,12,52.7,72.1,62.4,1.2,0
787,18,75.8,78.2,73.8,22.1,1
788,19,66.9,87.5,66.9,17.4,1
789,19,96.3,68.3,54.8,15.6,1
790,18,93.6,72.4,98.3,14.1,1
791,17,63,79.3,57.8,24.5,1
792,19,67.7,57.9,74.6,18.5,1
793,16,68.9,68.8,51.1,10.5,1
794,15,63.2,69.8,67.2,6.4,1
795,12,72.9,54.6,77.1,15.9,1
796,18,58.6,100,62.1,15,1
797,16,53,48.3,79,7.4,1
798,18,79.3,49.8,68.8,14.7,1
799,12,79.4,86.4,85.9,12.1,1
800,14,57.9,78,88.3,15,1
801,12,83.4,53.6,65,18.6,1
802,17,60.5,76.5,72.9,22.5,1
803,12,73.8,88.5,74.2,19.5,1
804,12,82.3,67.6,79.4,11.4,1
805,17,69.5,100,72.2,16.8,1
806,15,76.8,43.9,74.3,15.3,1
807,19,62.3,77.7,69.1,8.3,1
808,12,67.1,84.3,73.4,17,1
809,17,66.9,80.5,87.6,24.3,1
810,16,58.8,65.1,79.8,15.2,1
811,14,67.3,63.9,80.4,7,1
812,14,46.8,74.2,80.7,15.2,1
813,12,62.6,79.4,70.2,8.9,1
814,15,65.7,76.4,75.8,19.3,1
815,15,66.2,82.6,59,17.6,1
816,16,66.4,53.7,87.2,14.1,1
817,12,69.1,64.8,38.6,13.3,1
818,14,77.2,54.8,71,13.9,1
819,15,83.1,62.6,85.7,15,1
820,12,60.3,82.2,55.6,11.1,1
821,18,52,69.5,76.8,8.1,1
822,15,54.4,100,63.8,20.7,1
823,17,62.7,70.7,67.6,13.1,1
824,18,64.7,68.8,83.4,15.8,1
825,19,58.5,69.5,74.4,16.4,1
826,15,50.6,59.1,47.6,16.6,1
827,14,63.2,67.2,60.3,9.1,1
828,13,72.7,83.8,83.7,6.6,1
829,18,78.9,69.6,77.4,12.1,1
830,19,61.6,56.9,93,17,1
831,16,63.8,55,92.2,11.4,1
832,16,56.1,61.7,67.9,13.2,1
833,14,69.5,69,100,25.6,1
834,15,57.3,84.7,72.3,5.8,1
835,12,78.6,49.2,60.4,11.2,1
836,15,43.2,63.5,64.4,24.5,1
837,14,64.6,70,44.9,14.8,1
838,16,74.5,42.3,91.3,11.5,1
839,15,72.8,56.3,91.1,20.8,1
840,16,100,58.5,59.8,15.3,1
841,18,75.2,56.9,69.3,13.3,1
842,19,54.9,70.7,73.1,16,1
843,12,68.6,65.8,60.5,11.7,1
844,18,43.4,60.2,50.9,9.9,1
845,16,68.8,74,69.5,14.4,1
846,16,57.5,92.1,68.1,9.9,1
847,13,83.7,90.9,67.3,15.1,1
848,13,61.8,41.1,74.7,16.8,1
849,18,68.2,76.1,89.2,19.3,1
850,17,60.5,65.5,68.4,20.6,1
851,18,96.1,70.2,74,13,1
852,13,65.2,62.4,80.7,17.5,1
853,16,97.5,69.6,78.6,17.5,1
854,14,82.2,70.1,64.6,16.6,1
855,18,77.2,59.9,73.2,12.6,1
856,16,75.5,55.5,78.6,9.9,1
857,14,75.9,61.7,58.5,17.5,1
858,14,41.1,71.3,87.2,6.5,1
859,13,65.8,76.4,89.2,13.7,1
860,18,82.7,79.9,63.3,2.2,0
861,15,69.3,61.1,74.3,8.3,1
862,12,48.9,72,79.7,10.6,1
863,13,69.2,81.5,65.5,20.5,1
864,13,95.6,84.3,77.8,18.4,1
865,15,88.7,67.2,74,12.2,1
866,12,69.1,64.9,54.4,18.6,1
867,16,84.3,70.7,77.5,19.4,1
868,17,64.5,51.9,58.8,14.2,1
869,18,44.4,65.3,83.3,8.1,1
870,17,56.1,78.4,63.9,14,1
871,16,93.4,77,70.1,14.5,1
872,19,65.9,64.2,88.5,8.8,1
873,13,66.3,71,78,16.8,1
874,12,65.5,56.5,59,16.4,1
875,13,98.6,77.8,59.8,17.2,1
876,14,94.4,66.9,64.8,16.4,1
877,13,100,64.1,76.7,18.6,1
878,13,67.6,62.9,76.3,14.1,1
879,16,74.4,67.1,61.9,16,1
880,16,47.3,61.7,58,13,1
881,16,92.2,77.2,75.4,12.1,1
882,17,52.5,62.5,69.8,21.7,1
883,14,73.3,90.3,97.9,4.8,0
884,19,53.5,88.5,72.4,19.4,1
885,19,61.2,55.5,93.8,11.9,1
886,16,57.4,69,58,11.2,1
887,12,60.9,58.9,53.1,16.3,1
888,17,61.9,63.4,58.6,7.6,1
889,15,61.8,96,86.3,10.9,1
890,12,82.5,63.7,93.1,10.8,1
891,18,53.4,73,62.6,13.9,1
892,18,73.3,75.6,66.5,11,1
893,12,88.3,54,58,23,1
894,16,62.3,56,50.3,24,1
895,15,59.2,51.1,80.6,4.9,0
896,15,66.5,55.6,74.7,17.7,1
897,17,87.7,28.1,72.1,19.3,1
898,15,72.9,75.6,55.2,17.7,1
899,18,62,96.8,91.7,11.7,1
900,14,77.3,70.1,66,13.8,1
901,16,53.5,48.2,78.4,11.3,1
902,15,80.2,59,54.5,12.9,1
903,17,76.1,61.6,69.7,9,1
904,18,65.4,53.8,75.5,14.4,1
905,14,57.4,80,75.9,7.5,1
906,13,56.7,79.3,73.9,14,1
907,13,78,51.8,77.9,8.8,1
908,14,88.4,78.2,58.4,16,1
909,18,60.4,89.4,74.4,11.6,1
910,17,76.9,94.6,73.4,16.5,1
911,14,38.7,100,74.8,20.4,1
912,16,61.2,55.4,72.9,22.9,1
913,16,69.5,100,56.7,2.4,0
914,13,56.4,63,56.2,10.8,1
915,15,56,59.7,45.4,13.5,1
916,17,60,72.6,81.8,17.3,1
917,13,74.4,59.9,81.9,6.7,1
918,15,67.2,73.6,82.1,10.1,1
919,15,36.4,49.5,75.7,15.7,1
920,19,38.2,64.7,46.4,15.4,1
921,16,60.9,86,59.7,16.9,1
922,18,76.9,67.2,74,17.2,1
923,12,28.8,70,73.6,16.7,1
924,18,62.5,74.7,69.3,16,1
925,12,62.1,84.4,76.4,15.3,1
926,14,90.8,44.8,72.1,18.3,1
927,16,64.2,76.2,73.4,3.8,0
928,15,75.7,64.2,64.3,22.7,1
929,17,72.1,70.3,83.8,4,0
930,12,38,82.8,66.8,9.6,1
931,18,81.5,51.3,56,13.9,1
932,15,73.2,53.8,62.7,18.4,1
933,12,77.6,40.9,67.8,0,0
934,12,100,60.3,83.9,14.9,1
935,19,38.7,86.6,71.5,19,1
936,12,95.9,66.3,69.8,20,1
937,17,65.7,49.2,57,11.5,1
938,16,74.3,61.2,81.4,13.5,1
939,17,69.3,47.2,64.2,11.9,1
940,13,63.6,52.2,70.8,13,1
941,15,61.5,73.4,89.8,9.8,1
942,16,74.9,51.6,78.1,10.6,1
943,19,47.2,83.6,52.5,17.2,1
944,16,81.3,67,50.8,15.7,1
945,16,63.8,69.2,71.2,17.5,1
946,18,53,64.1,57.4,16.1,1
947,16,63.2,78.8,79.8,18.5,1
948,19,88.9,79,72.5,19.4,1
949,17,62,72.7,74,6.3,1
950,16,75.4,75.9,63.5,10.7,1
951,14,59,65,92.9,13.8,1
952,15,81.4,75.6,100,14.9,1
953,16,80.3,63.3,68.7,11.6,1
954,15,97.7,68,76.2,19.6,1
955,14,67.4,64.2,73.2,24.9,1
956,14,80,61.6,68.9,15.9,1
957,15,71.5,58.4,62,15.4,1
958,12,89.4,74.5,59,19.2,1
959,13,59.2,86.3,58.4,5.7,1
960,18,81.2,84.4,76.9,15.1,1
961,12,67.1,50.4,65.8,19.9,1
962,12,69,86,41.1,11.8,1
963,17,71.4,63.5,77.3,8.9,1
964,18,73.8,76.4,71.5,14.1,1
965,18,68.3,55.3,88.2,14.7,1
966,12,73.2,70,76.5,10.5,1
967,16,93.7,72.4,54.3,25.5,1
968,17,84.8,47.2,45.2,12.6,1
969,17,83,76.5,63.4,9.2,1
970,14,63.2,86.8,64.5,14.5,1
971,19,56.7,65.6,83.3,19.5,1
972,18,84.3,87,71.9,15.1,1
973,12,83.1,65.3,85.6,17.4,1
974,14,92.1,79.9,56.1,10.6,1
975,15,60.9,36.9,83.6,22.4,1
976,13,66.6,100,80.7,17.8,1
977,19,45.4,88.9,47.8,20.2,1
978,19,64.1,64,87.9,16.8,1
979,19,84.9,40.4,73.1,19.1,1
980,17,63,72,76.7,10.6,1
981,15,79.6,47.8,61.6,12.5,1
982,19,67.1,74.2,87.3,21.7,1
983,15,74.9,73.8,57.8,22.8,1
984,16,52.8,54.8,82,9.3,1
985,19,71.3,83.7,81.8,16.2,1
986,13,25.1,79.3,60.3,12.8,1
987,15,67.2,81.7,95.8,11.5,1
988,15,45.5,68.1,74.8,16.4,1
989,13,88.1,48.2,79.8,20.7,1
990,19,81.7,81.7,53.7,17.3,1
991,13,77,64.2,97.4,13.4,1
992,15,92.8,48.5,57.3,17.6,1
993,13,55.8,86.9,84.3,13.2,1
994,15,96.2,97.4,60.1,17.1,1
995,15,84,67.4,64.6,22,1
996,16,66.5,98.2,81.5,4.6,0
997,12,87,69.3,84.3,19,1
998,15,53.4,62.7,56.7,7.3,1
999,19,57.6,59.2,85.1,21.1,1
1000,14,60.9,90.9,84.5,11.8,1
1001,17,62.1,57.1,60.7,8.9,1
1002,18,54.2,78.3,91.2,18.5,1
1003,12,88.3,60.2,54.5,16.8,1
1004,12,66.1,61.6,64.5,10,1
1005,12,75.3,82.4,77.7,8.7,1
1006,16,61.4,62.7,61.8,14.1,1
1007,15,42.7,62.3,75.2,9,1
1008,16,74.1,83.9,74.9,9.7,1
1009,15,41.3,90.4,69.8,15.6,1
1010,19,69,77,82,10.2,1
1011,16,49.5,58.8,69.3,17.1,1
1012,16,99.8,60.9,74.8,22.5,1
1013,17,83.7,69.1,85.8,14.3,1
1014,14,71.6,72.5,81.5,15.7,1
1015,16,89,54.2,81.4,25.1,1
1016,17,57.3,78.1,58.2,9.1,1
1017,13,78.2,69.2,78.3,21,1
1018,14,73,44,61.5,20.4,1
1019,19,74,55,56.6,19.3,1
1020,16,89.1,60.9,71.1,21.5,1
1021,18,81,67,61.1,16.4,1
1022,12,74.3,94.4,81.5,12.1,1
1023,13,45.2,71.3,81.8,20.5,1
1024,13,55.6,56.2,49.2,20.7,1
1025,19,68.2,71.1,62.1,20.5,1
1026,17,71.4,63.1,54.5,15.2,1
1027,13,53,72.5,66.4,11.4,1
1028,14,100,76.1,77.5,16,1
1029,16,92.7,84.9,69.1,19.7,1
1030,16,79,67.7,64.9,20.1,1
1031,18,71.1,90.9,87.6,12.9,1
1032,19,66.8,80.7,44.3,16.6,1
1033,12,55.7,58.1,86.8,8.5,1
1034,17,71.2,98.9,65.5,19.9,1
1035,12,73.9,72.6,71.1,11.1,1
1036,13,51.4,56.3,65.7,18.9,1
1037,19,75,91.1,90.5,9.3,1
1038,18,67.7,97.1,57.2,20.2,1
1039,12,41.4,67.5,72.1,16.6,1
1040,14,57.1,60.9,78.3,11.1,1
1041,16,63.8,65.6,52.7,18.5,1
1042,13,98.3,78,61,12,1
1043,18,78.3,85.9,70.2,18.7,1
1044,12,50,76,61.4,13.6,1
1045,17,77.3,69.4,62.2,6.4,1
1046,14,46.8,89,67.8,10.1,1
1047,14,86.2,63.6,79.8,12.8,1
1048,12,62.9,82.4,67.9,21.8,1
1049,16,68.6,64,84.9,19.5,1
1050,12,89.9,74,60,23.1,1
1051,13,50.7,66.4,57,23.3,1
1052,12,49,67.2,95.1,12.3,1
1053,14,61.2,62.7,64.1,14.1,1
1054,18,85.6,86.8,56.3,12.9,1
1055,12,47.2,57.7,51.1,11.6,1
1056,16,27.5,57.6,84.9,5.8,1
1057,19,63.2,97.7,67.9,14.9,1
1058,18,78.3,81.7,69,8.6,1
1059,17,88,34.6,70.1,14.8,1
1060,15,63.1,60.1,84.2,25.6,1
1061,12,63.8,42.6,69.8,12.5,1
1062,16,87.3,54.7,100,16,1
1063,18,42,24.1,73.6,19.5,1
1064,16,64.2,66.1,84.7,16.4,1
1065,17,72.9,52,81.7,16.5,1
1066,14,76.7,68.8,71.6,13.2,1
1067,16,62.4,45.2,65,13.8,1
1068,18,70.5,69.2,76,10.2,1
1069,16,32.7,62.2,78.1,19.2,1
1070,16,60.1,89,65.1,6.3,1
1071,16,76.8,87.8,74,19.9,1
1072,13,55.3,79,86.8,8,1
1073,13,70.9,63.4,96.8,19.8,1
1074,14,76.7,95.8,82.3,13.2,1
1075,12,64.9,46.3,94.4,8.8,1
1076,16,72.6,48.4,64.4,17.9,1
1077,17,55.6,66.8,80.4,19.6,1
1078,12,66.9,99.6,88.1,12.8,1
1079,17,79.2,65.2,61.2,18.6,1
1080,12,72.4,65.4,66.2,3.6,0
1081,14,61.2,47.8,92.9,8.4,1
1082,16,73.4,81.2,60.3,21.5,1
1083,16,80.7,81.3,55.9,13.9,1
1084,15,39.3,79,90.3,5.7,1
1085,17,87.4,59.2,86.4,11.5,1
1086,12,65,58.1,77.2,10.4,1
1087,12,76.4,49.9,71.5,14.2,1
1088,19,88,69.2,66.7,13.1,1
1089,19,49.4,52.9,75.4,15.9,1
1090,13,59.4,51.5,91,14.7,1
1091,15,65.7,62.1,74.9,21.8,1
1092,18,58.2,61.2,98,17.1,1
1093,19,96,60.5,61.2,17.3,1
1094,18,57.1,74.5,71.8,20.8,1
1095,13,61.7,69.1,67.5,13.1,1
1096,13,73.1,64,59,8.7,1
1097,13,52,70.6,70.2,21,1
1098,17,64.1,54.1,77,15.7,1
1099,17,74.8,69.5,78.3,15.7,1
1100,14,65,70.1,98,11.8,1
1101,14,68.6,47,77.6,11.9,1
1102,13,62.1,81.9,85.8,19.2,1
1103,15,47.3,55.7,72.8,19.9,1
1104,12,74.8,69.3,92.1,18.9,1
1105,17,96.3,84.3,100,19,1
1106,15,70.3,81,78.4,17.8,1
1107,16,73.4,68.5,60.1,15.7,1
1108,17,80.4,62.9,65.4,14.1,1
1109,17,51,81.3,75.4,21.1,1
1110,14,95.5,77.4,77.5,13.1,1
1111,12,73,59.3,80.4,16.8,1
1112,12,94.5,56.9,77.5,11,1
1113,19,59,39,72.1,11.7,1
1114,18,97.3,70.2,64.4,13.8,1
1115,18,81.6,66.8,76.8,11,1
1116,18,78.3,83.9,94.3,19,1
1117,18,73.5,73,84.2,8.3,1
1118,16,66.3,86.7,78.4,15.5,1
1119,16,88,58.2,84.4,15.7,1
1120,17,72.1,83.9,67.5,5.9,1
1121,13,40.5,60.6,65.9,12.8,1
1122,14,53.2,78.9,63,16.3,1
1123,14,67.2,47.6,70.5,17.1,1
1124,18,74.6,71.3,66.9,14,1
1125,17,69.2,40.2,86.5,18.4,1
1126,19,88.3,64.3,66.3,14.5,1
1127,15,40.7,74.2,62.4,15.1,1
1128,13,72.2,60.7,95.3,16.3,1
1129,17,42.7,53.3,66.6,19.6,1
1130,13,81.4,79.8,73.8,11.6,1
1131,13,68.6,66.6,77.4,12.6,1
1132,13,76.3,61.1,58.4,11.7,1
1133,17,57,68.6,86.8,13.3,1
1134,18,89.2,100,79.6,22.1,1
1135,14,85.6,84.1,90.7,17.9,1
1136,14,78.8,84.3,63.8,9.3,1
1137,18,68.1,74.1,73.2,12,1
1138,13,78.7,70.3,72.5,16.9,1
1139,15,59.4,34.5,75.2,10.5,1
1140,12,82.8,58.5,54.5,11.4,1
1141,17,94.7,61.3,73.3,21.7,1
1142,12,86.1,41.8,54.9,11.9,1
1143,19,59.1,51.8,76.3,19.8,1
1144,18,75.4,40.3,46.5,21.3,1
1145,15,50.6,67.5,49.8,11.3,1
1146,17,78.6,79.5,81.8,10.6,1
1147,18,76.8,83.5,65.4,13.6,1
1148,13,42,73.8,60.1,9.6,1
1149,14,52.6,54.5,87.3,15.6,1
1150,12,65.8,41,75.9,14,1
1151,16,65.5,43.4,82.5,16.8,1
1152,16,51.9,50.2,70,22,1
1153,15,75.8,55.6,100,19.1,1
1154,13,73.8,65.8,64.7,17.4,1
1155,19,67.1,53.8,92.9,5.2,1
1156,12,58.7,72.7,71.3,17.2,1
1157,13,85.7,64.7,52.1,23.6,1
1158,12,94.8,68.1,77.8,0,0
1159,15,62.7,84,75.8,18.4,1
1160,15,60.8,51.5,59.4,14.2,1
1161,19,77.4,73.9,60.9,10.8,1
1162,16,64.6,67.8,71.7,19,1
1163,13,67.9,63.3,76.2,23.5,1
1164,17,81.1,80.4,42.4,18.9,1
1165,16,41.4,80.3,84.6,13.1,1
1166,13,89.8,54.7,66.1,10.3,1
1167,16,71.1,65.4,56,15.7,1
1168,17,63.8,71.9,83.3,19.4,1
1169,14,68.7,64.2,71.7,13.1,1
1170,14,69.4,76.2,86.6,13.5,1
1171,19,44,71.9,77.3,29.1,1
1172,14,92.4,93.7,72,20.4,1
1173,14,70.6,46.6,70.2,20.8,1
1174,18,76.6,66.3,77.8,7.7,1
1175,12,84.3,55.3,67,11.5,1
1176,18,54.7,76.5,61.8,15.4,1
1177,18,77.1,45.4,79.3,10,1
1178,19,66,72.8,70.3,23,1
1179,18,82.7,59.2,72.4,22.1,1
1180,14,38.1,57.7,85.1,12.3,1
1181,17,68.5,47.7,70.6,23.9,1
1182,19,61,61.5,72.2,15,1
1183,19,76.5,83.2,64.8,27.9,1
1184,15,77.1,67.6,77.2,15.7,1
1185,19,59.4,76.8,76.2,17.9,1
1186,15,59.3,91.3,82.8,22,1
1187,19,68.3,71.7,65.1,21.4,1
1188,12,56.6,60.2,66.5,17.6,1
1189,14,82.6,74.5,81.5,14.3,1
1190,19,64.5,60.4,75,17.6,1
1191,14,26.4,60.9,61.1,10.9,1
1192,14,64.4,46.7,87.7,15.8,1
1193,16,54.4,81,51.6,9.5,1
1194,19,45.5,62.6,81.4,6.1,1
1195,13,51.4,70.5,56.8,15.3,1
1196,16,71.6,53.5,94.6,21.3,1
1197,13,89.9,74.1,53.5,19.6,1
1198,14,74.7,57.3,85.8,14.6,1
1199,14,60.9,66,71,23.7,1
1200,16,76.8,80.3,67.6,12.2,1
1201,16,63.1,79.1,74.2,5.4,1
1202,13,59.6,67.7,79.6,4.1,0
1203,15,52.7,43.2,61.1,9.1,1
1204,13,43.7,100,62.2,19.1,1
1205,16,64.2,92.4,79.8,11.8,1
1206,17,72.4,78.1,51.5,17.3,1
1207,16,68.6,57.5,65,23.2,1
1208,17,63.8,66.4,100,9.5,1
1209,12,55.8,60.4,60.4,17.4,1
1210,16,79.1,85.7,85.8,17.7,1
1211,12,50.2,71.7,65,10.7,1
1212,15,81.6,57,78.1,21.8,1
1213,13,55,61.4,79.9,13.6,1
1214,17,58.7,83.7,85.5,13.1,1
1215,13,48,90.4,69.6,25.6,1
1216,12,62.5,89.4,95.9,17.6,1
1217,17,84.6,78.6,64.9,19.6,1
1218,13,77.7,64.5,74.8,21.8,1
1219,16,84.7,22.6,74.9,11.7,1
1220,14,77.8,72.2,58.5,21.2,1
1221,12,53.4,68,68.6,12.5,1
1222,13,65,70,73.9,12.3,1
1223,12,58.3,68.8,66.8,13.6,1
1224,18,90,49.4,100,11.9,1
1225,12,52,75.8,61.9,19.1,1
1226,17,83.4,76.9,86.2,16.3,1
1227,18,83.4,77.6,82.3,12.5,1
1228,19,97.4,81.3,71.8,18.4,1
1229,17,63.9,76.5,61.6,13.6,1
1230,14,80.7,62.3,62.8,13.4,1
1231,18,100,67,65.8,15.2,1
1232,19,60.7,69.3,50.6,17.3,1
1233,16,47,69.5,60,16.9,1
1234,12,41.8,82,54.2,13.2,1
1235,13,80.7,77,88.2,19.2,1
1236,15,41.8,97.1,79.4,13.9,1
1237,12,64.4,98.9,81.4,11.7,1
1238,19,76.6,69.1,79.1,7.7,1
1239,12,72.8,14.3,74,19.9,1
1240,14,76.4,85.3,89.5,15.1,1
1241,16,73.3,60.4,64.7,16.1,1
1242,15,89.2,56.8,73.3,20.2,1
1243,18,55.7,62.4,81,12.6,1
1244,18,59.8,61.7,56.1,8.1,1
1245,18,58.4,76.6,100,15.3,1
1246,19,82.5,46.2,72.3,16.5,1
1247,17,83.5,52.9,73.7,13.7,1
1248,17,76.8,72.8,87.1,22.4,1
1249,13,87.8,76.7,83,2.6,0
1250,15,52.3,77,72.5,20.6,1
1251,18,95,57,73.6,19,1
1252,17,92.8,54.3,54,17.3,1
1253,19,81,60.9,65.3,0,0
1254,13,96.7,71.4,78.2,21.4,1
1255,16,45.2,88.8,77.3,9.9,1
1256,13,62.1,39.3,86.7,12.5,1
1257,17,59,64.9,70.6,14.1,1
1258,14,80.8,49.3,55.4,17,1
1259,19,54.2,44.9,84.7,18.2,1
1260,14,81.4,81.5,89.2,19.5,1
1261,18,90.6,75.6,82.8,19.1,1
1262,14,80.4,74.3,70,16.3,1
1263,18,74.3,80.9,84.5,17.1,1
1264,18,55.2,61.3,100,9.5,1
1265,17,57.3,61.9,73.4,11.2,1
1266,14,88.7,98.6,56.3,19.5,1
1267,18,81.7,64.5,65,19.2,1
1268,15,69.4,78.3,79.5,18.6,1
1269,16,63.7,68.1,52.7,12.4,1
1270,13,39.6,42.1,74,19.6,1
1271,13,53.9,39.4,76.6,9.2,1
1272,17,98.7,59.9,90.4,20.4,1
1273,14,50.8,82.8,87.7,13.7,1
1274,14,72.8,79,82.4,23.4,1
1275,18,85.1,80.8,46,7.4,1
1276,19,51.2,54.2,83.1,23.8,1
1277,12,72.8,90.6,80.5,13.2,1
1278,18,84.1,54.5,75.1,13.1,1
1279,16,70.2,71,51.2,16,1
1280,15,100,67.9,62.7,11.5,1
1281,13,45,65.6,58,14.6,1
1282,18,85.9,86.7,47.8,11.3,1
1283,12,67.4,58.1,72,11.5,1
1284,12,81.6,49.1,62.4,17.4,1
1285,18,76.6,68.3,100,10.5,1
1286,17,59,62.4,70,11.2,1
1287,13,73.4,100,87.5,8.1,1
1288,17,42.1,77.5,53.2,12.5,1
1289,15,79,62.3,65.6,21.6,1
1290,12,74.5,53.2,73.2,10.8,1
1291,12,79.6,41.7,61.1,11.3,1
1292,16,85.9,53.6,66.9,16,1
1293,15,75.5,69.6,69.4,13.1,1
1294,12,72.2,88,69.2,26.1,1
1295,15,56.8,83.7,94.3,14.2,1
1296,13,59.3,71.2,76.5,16.7,1
1297,14,87.8,63.5,77.8,19.7,1
1298,12,91.5,71.8,78.5,19.6,1
1299,16,66.4,60.7,79.4,16.2,1
1300,13,70.7,92.1,71,14.2,1
1301,18,56.4,65.4,68.2,25.1,1
1302,15,87.6,66.8,74,14.5,1
1303,18,80,37,85.9,12.8,1
1304,17,99.1,65.3,85.5,11.8,1
1305,13,56.8,79.7,69.1,6.4,1
